"Registered Customers","ネスレ会員のみ"
"Reject","ＣＳ却下"
"Reject and send back to CC op","ＳＶ却下"
"Reject and send back to warehouse","CC却下"
"Rejected by CC","CC却下"
"Related Products","関連商品"
"Remove","カテゴリーから削除"
"Requested","同梱出荷待ち"
"Requested:","数量"
"Result Limit","最大表示商品数"
"Return Items","返品数"
"Reviewed by CC","ＣＣ承認"
"Reward Point Type","ショッピングポイント付与種別"
"Role","画像ロール"
"Rule Information","新規ルール登録"
"Rule Name","ルール名称"
"Saga","佐賀県"
"Saitama","埼玉県"
"SALES","販売管理"
"Sales Representative Contact Name","営業担当者連絡先名"
"SAP Condition Type","SAPコンディションタイプ"
"SAP interface excluded","SAP売上連携"
"Satellite Ambassador Members","サテライトアンバサダー"
"Satellite Members","サテライト"
"Save and Close","保存して閉じる"
"Save and send for approval","ＣＣ承認"
"SC feedback - Rejected: ","ＣＳ却下"
"Search All Products","商品検索"
"Search Customer ID","顧客検索"
"Search Engine Optimization","SEO設定"
"Search Product SKU","商品SKUコードを検索"
"Seasonal skip optional","顧客選択可能＝はい、強制お休み対象＝いいえ"
"Second code","二次店コード"
"SEGMENT INFORMATION - General Properties","セグメント情報 - 基本情報"
"Segments","顧客セグメント"
"Send on night","夜間メール送信"
"Seperately","個別"
"Shiga","滋賀県"
"Shimane","島根県"
"Ship","出荷"
"Ship Bundle Items","バンドル商品の出荷指示"
"Ship From","出荷から"
"Ship Lead Time deleted","出荷のリードタイムは削除します"
"Ship Lead Time does not exist","出荷のリードタイムは存在しません"
"Ship to Multiple Addresses","複数のアドレスに出荷"
"Shipment number","出荷番号（代金引換の受取拒否時）"
"Ship-out date","出荷日"
"Shipping","配送手数料"
"Shipping couriers common buffer (days)","共通バッファ（日）"
"Shipping fee","配送料"
"Shizuoka","静岡県"
"Shopping Point %","ポイント付与率（％）"
"Shopping point WBS","WBSコード（ショッピングポイント）"
"Short Description","検索表示用商品詳細（40文字）"
"Short Message","残りわずかメッセージ"
"Shosha business code","取引先コード"
"SKU: Ascending","SKU：上順"
"SKU: Descending","SKU：下順"
"Small Image","スモールイメージ"
"Sort","並べ替え"
"Sort by color","色でソート"
"Sort order","商品表示順序"
"Special price to bottom","特別価格を最下部に表示"
"Special price to top","特別価格を最上部に表示"
"Specific Coupon","クーポンコード指定"
"Specified","選択した顧客セグメントのみ"
"SPOT and Subscription","すべて"
"SPOT Only","単品購入のみ"
"SPOT/Subscription","適用範囲"
"SPT","ネスレ　スペシャル.T    "
"Status","ステータス"
"Status Code","在庫状況表示コード"
"Status Name","在庫状況表示名"
"Stock display type","在庫状況表示"
"Stock management disabled","なし"
"Stock management enabled","あり"
"Stock shortage error","在庫エラー"
"STOCK STATUS - Stock Status Form","在庫情報 - 在庫状況表示"
"Stock Status form","在庫状況表示設定"
"Store","倉庫名・連絡先情報"
"Store Contact Information","連絡先情報保存"
"Store view selection","利用可能ショップ"
"Store View Specific Labels","販売サイト特有ラベル"
"STORES","各種設定"
"Subscriber","定期便会員  "
"Subscription - Machine Customer","定期便・頒布会 - 顧客保有マシン情報"
"Subscription - Machine Skus","定期便・頒布会 - アンバサダーマシン同送優先順位"
"Subscription - Replace Discontinued Products","定期便・頒布会 - 終売商品の置き換え"
"Subscription - Subscription Frequency","定期便・頒布会 - 定期便・頒布会お届け頻度"
"Subscription Categories","カテゴリー"
"Subscription Course Website","対象販売サイト"
"Subscription deliveries","適用配送回"
"Subscription Only","定期便・頒布会のみ"
"Sufficient Message","在庫ありメッセージ"
"Swatch Image","スウォッチイメージ"
"SYSTEM","システム管理"
"Tax Class","消費税種別"
"Taxable Goods","Taxable Goods"
"Template Content","テンプレートコンテンツ"
"Template Styles","テンプレートスタイル"
"Template Subject","テンプレート件名"
"Tentative Points Earned","使用ポイント"
"Threshold Qty","残りわずか閾値"
"Thumbnail","サムネイルイメージ"
"Times Used","クーポン使用回数"
"To","終了日"
"To Hour","適用終了時間"
"To Time","終了時刻"
"Tochigi","栃木県"
"Together","同梱（使用しない）"
"Tokushima","徳島県"
"Tokyo","東京都"
"Total before global adjustment","返品金額"
"Total order amount (Tax included, and after discount price) equals or greater than 300000","お支払合計金額は300,000円以内にしてください"
"Total to Return/Refund","最終返品金額"
"Tottori","鳥取県"
"Toyama","富山県"
"TOYO","TOYO在庫有無"
"Type","無償添付タイプ"
"Unit (EA/CS) in SAP","SAP登録単位"
"Unit of dimension","サイズ単位"
"Up-sells","アップセル"
"URL Key","URL Key"
"Usage limit enforced for logged in customers only.","ログインした顧客だけ制限が適用されます"
"Use All Available Attributes","利用可能全アトリビュート使用"
"Use Auto Generation","一括生成"
"Use Config Settings","コンフィグレーション設定を使用"
"Uses","クーポン使用有無"
"Uses per Coupon","クーポンの使用回数上限"
"Uses per Customer","顧客あたりのプロモーション適用回数上限"
"Vimeo supported. To add YouTube video, please enter YouTube API Key first.","　"
"Visibility","表示範囲"
"Visible In the Cart","添付商品のカートページ表示可否"
"Visible in the User Account","添付商品のユーザーアカウント表示可否"
"Visitors","ゲストのみ（使用しない）"
"Visitors and Registered Customers","すべて（使用しない）"
"Waiting","未同梱"
"Wakayama","和歌山県"
"WBS","WBSコード"
"WBS no. (For Sales)","WBS No.（売上計上）"
"WBS no. (Replacement)","WBS No.（代品交換経費）"
"WBS no. (Shopping Point Expenses)","WBS No.（ショッピングポイント経費）"
"Web Site","対象サイト"
"Websites","ウェブサイト"
"Wellness Ambassador Members","ウェルネスアンバサダー"
"Wellness Club Cat Members","ウェルネスクラブ（キャット）"
"Wellness Club Members","ウェルネスクラブ"
"Winner and Prize","直近同梱"
"Winning Date","当選日"
"WYSIWYG Editor","WYSIWYGエディタ"
"Yamagata","山形県"
"Yamaguchi","山口県"
"Yamanashi","山梨県"
"Zip/Postal Code","郵便番号(半角数字)"
"City","市"
"columns","表示項目選択"
"Columns","表示項目選択"
"Free Shipping","送料無料（SV承認後出荷指示）"
"Free shipping","送料無料（SV承認後出荷指示）"
"Not applicable","未保有"
"Not Applicable","適用しない"
"Postcode","郵便番号(半角数字)"
"PostCode","郵便番号(半角数字)"
"SKU","SKUまたは商品名"
"Sku","SKUまたは商品名"
"SKU code","対象SKUコード"
"SKU number","SKUまたは商品名番号"
"ZIP Code","郵便番号(半角数字)"
"ZIP code","郵便番号(半角数字)"
"Consumer is not authorized to access %Resources","ご注文を完了する前に、セッションタイムアウトまたはログアウトされました。お手数ですが、あらためてご注文いただきますようお願いいたします。"
"Please select at least one product from %s"," 最低1つ以上の%s商品の選択をするようお願い致します。"
"Please select at least one product from %1"," 最低1つ以上の%1商品の選択をするようお願い致します。"
"Sorry, but you have already subscribed to %1. If you would like to change the products or quantity, please access the subscription edit profile on the MyPage. If you have questions, please contact the call center.", "申し訳ございません。%1は既にお申込みいただいております。同%1の商品変更、数量変更を行うには、マイページの「次回の定期お届け便の注文内容を変更する 」より変更いただけますようお願い致します。お心当たりのない方は、コールセンターにお問合せください。"
"Subscription Course Change Frequency","お届け間隔の変更"
"Skip next delivery confirm","お休みの確認"
"Sorry, we could not save your modification because of the session time out. Please re-login and try it again.","申し訳ございません。セッションタイムアウトによりお客様のアカウントが自動的にログアウトされ、変更を承ることができませんでした。<br/>お手数ですが、再度ログインいただき、もう一度お試しください。"
"Please limit the total number of items you order at one time to 99 pieces or less","１度に注文する商品数の合計は99個以内にしてください。"
"Billing Title","【ご請求先】"
"Billing Postcode:","〒:"
"Billing Name %s %s","%s %s　様"
"Billing Telephone: %s","電話番号 : %s"
"Hanpukai course name","頒布会コース名"
"For changes to the addressee / payment method of Fragile & Chocolate Distribution (All three courses), please contact <a href=""%1"">Nestle Mail Order Call Center.</a>","「フラジール＆チョコ頒布会（全3回コース）」のお届け先・お支払い方法のご変更は、<a href=""%1"">ネスレ通販コールセンター</a>までお問合せください。"
"* This product will be available for a certain period of rest.","※この商品は一定期間お休み可能商品となります。"
"You can rest for a while.","までの間お休みすることができます。"
"It is possible to rest for a certain period","一定期間お休み可能"
"[During the holiday]","【お休み中】"
"* This product is a seasonal item.","※この商品は季節限定商品となります。"
"The delivery will be skipped.","までの間配送がお休みされます。"
"Delivery will be restarted from","より配送が再開します。"
"Seasonal limited","季節限定"
"Outside the course","コース外"
"Profile has only SPOT item. You must add at least one subscription item","定期お届け便コースの対象商品をご選択ください。"
"* Because you can not do deal with your credit card used last time, you can not change the order now.<br/>Sorry for your inconvenience but please update your card information from <a href=""%1"">here</a>.","※カード有効期限切れなどの理由で前回ご使用のクレジットカードでお取引ができないため、現在ご注文内容をご変更いただけません。お手数ですが<a href=""%1"">こちら</a>からカード情報を更新してください。"
"Please enter card information from the Go to Enter Card Information on the next page","次ページの “カード情報の入力へ進む” からカード情報を入力ください"
"Change order contents","ご注文内容変更"
"Confirm change contents","ご変更内容確認"
"Card information input","カード情報入力"
"Change complete","ご変更完了"
"Nestle Call Center: 0120-600-868","ネスレ通販コールセンター：0120－600－868"
"Nescafe Ambassador Call Center: 0120-252-166","ネスカフェ アンバサダー ウェルカムセンター：0120-252-166"
"Nestle Wellness Ambassador Call Center: 0120-070-838","ネスレ ウェルネス アンバサダー コールセンター：0120-070-838"
"Points to remember about credit card with debit function","【デビット機能付きクレジットカードについてのご留意事項】"
"Credit card with debit function will be withdrawn when card information is entered.~","デビット機能付きのクレジットカードについては、カード情報を入力した時点で引き落としされます。そのため、<u>カード情報の入力後にお手続きを中止された場合でも一旦引き落としとなりますが、一定時間経過後に自動的にその与信はキャンセルされ、ご返金となります</u>ので、ご留意いただけますようよろしくお願い申し上げます。"
"Generate the next order","受注変換する"
"Update All Changes","すべて更新"
"Disengage Subscription","解約する"
"Disengage Without Penalty Fee","ペナルティ代金無しで解約"
"Add Penalty Fee","ペナルティ代金を請求して解約"
"Earning Points Settings:","ポイント設定:"
"Earn points on orders","定期便にポイント付与する"
"Modification method","更新方法"
"Change only this delivery","このお届け回のみ更新"
"Change for all next deliveries","以降のお届けすべて更新"
"Add Additional Product","別カテゴリーの商品の追加"
"Add Product To Subscription","定期便商品追加"
"Add Spot Product","スポット商品追加"
"Edit Sales Count","旧EC返品時数量調整"
"Change payment method","与信エラー・支払い方法変更"
"Ongoing","継続中"
"Disengaged","解約済"
"* This also applies after this delivery number.","※このお届け回以降にも適用されます。"
"Apply to all next deliveries","このお届け回以降も同様に変更します"
"Please select one of the options.","いずれかのオプションを選択してください。"
"Available From <span>%s</span> - To <span>%s</span>","次回のお届け日は、<span>%s</span>から<span>%s</span>の間でご変更いただくことが可能です。"
"About Selectable Date","お届け日時変更について"
"Delivery schedule day after next:","次々回お届け予定日："
"Since ""We will only change this delivery world."" Has been selected, the scheduled delivery date will not be changed the next time. If it is not convenient for you, please select ""I will change this after the delivery number as well.""","<span class='sp1'>「このお届け回のみ変更します。」</span>を選択されておりますので、次々回お届け予定日は変更されません。　ご都合が悪い場合は<span class='sp2'>「このお届け回以降も同様に変更します。」</span>を選択してください。"
"Next delivery request date and time:","次回お届け希望日時："
"Original next delivery request date and time:","次々回お届け予定日時："
"%1-%2-%3","%1年%2月%3日"
"Please click the button %1 at the bottom of the screen to complete the change.","画面下の %1 ボタンをクリックして変更を完了してください。"
"Delivery date specified has been changed.","選択可能なお届け指定日が変更されました。"
"Applied coupon code","利用予定のクーポン"
"Applied coupon code:","利用予定クーポン："
"COD Fee","お支払い手数料（税込）"
"Please select your desired machine and product","ご希望のマシンと商品を選んでください"
"There are something wrong in the system. Please re-try again.","システムエラーが発生しました。お手数ですが、もう一度やり直してください。"
"The selected product is not allowed to buy with Stock Point.","恐れ入りますが、こちらの商品はECORAKU便でお届けできません。"
"Remove Stock Point Service","MACHI ECO便の利用をやめる"
"StockPoint web service","MACHI ECO便を利用する"
"Stock Point is not allowed for these products [%s].Please remove them from cart before you choose to deliver with Stock Point.","恐れ入りますが、[%s]はMACHI ECO便でのお届けができません。通常のお届け方法をお選びください。"
"Sorry, MACHI ECO flights can not be used with the items you purchase / payment method.","恐れ入りますが、お買い求めの商品・お支払方法では、MACHI ECO便をご利用いただけません。"
"Stock Point temporarily added. please click ""Confirm Changes"" button to add actually","MACHI ECO便 の選択ありがとうございます。「次へ進む」ボタンをクリックして、変更を確定してください。"
"(No longer support)","(ご選択いただけません)"
"Delivery nick name","お届け先"
"The replace operation wasn't successful, `delivery_type` in target SKU must be the same","この置き換えは失敗しました。配送種別は同じである必要があります。"
"Credit card with","デビット機能付きのクレジットカードについては、カード情報を入力した時点で引き落としされます。そのため"
"debit function will be withdrawn","カード情報の入力後にお手続きを中止された場合でも一旦引き落としとなりますが、一定時間経過後に自動的にその与信はキャンセルされ、ご返金となります"
"when card information is entered.~","ので、ご留意いただけますようよろしくお願い申し上げます。"
"You will need to select one or more machines for this scheduled flight.", "この定期便ではマシンを1台以上選択いただく必要があります。"
"In order to rent this machine, you must purchase some products from %1", "このマシンをレンタルするには、 %1 から商品を購入してください。"
"In this subscription you need choose machine at least one machine.", "この定期便ではマシンを1台以上選択いただく必要があります。"
"Each machine type, you are able to choose one product only.", "各マシンタイプ毎に選択できるマシンは1つだけです。"
"Hanpukai Plan", "お届け予定情報"
"Hanpukai List", "頒布会のお届け予定"
"There are something wrong via the system. Please contact our call center for helping.","こちらのキャンペーンでは現在商品をご購入いただくことができません。"
"We are sorry that you don't have any subscription profiles meet the conditions to buy those products","こちらの商品は、現在ご購入いただくことができません。別の商品をお選び下さい。"
"You can check the price for subscription in confirmation page.","最終価格につきましては、内容変更確認画面でご確認いただけます。"
"%1 is already included in the selected subscription profile. If you want to change quantity, please change it from mypage.","%1は既にご指定の定期お届け便に含まれております。%1 以外の製品を追加ください。"
"Your profile amount is under %1 threshold so you cannot make the change, please add more product","合計金額が最低ご購入金額の%1円を下回っています。他の商品も追加いただくか、本商品の数量を変更してください。"
"There are no subscription profiles for regular flights covered by this campaign.","本キャンペーンの対象となる定期便のご契約がございません。"
"Regular flight cancellation form", "定期便解約フォーム"
"Regular flights currently under contract", "現在ご契約中の定期便"
"Subscription course name","定期便"
"Subscription course code","定期便コード"
"Profile next delivery date","次回お届け予定日"
"Profile next of next delivery date","次々回お届け予定日"
"Cancellation Conditions","解約条件"
"It is necessary to continue more than %1 times","%1回以上のご継続が必要です"
"Can not disengage","解約できません"
"Able to disengage","解約可能"
"Precautions", "注意事項"
"Please confirm the following precautions and press Next","以下注意事項をご確認いただき、「次へ」を押してください。"
"I agree to all of the following","以下すべてに同意する"
"For cancellation notification, please contact the person who made the order.","ご解約のご連絡については、ご注文者本人からお願いいたします。"
"Customers are responsible for returning coffee machines and tools that need to be returned.","返却が必要なコーヒーマシンやツールは、お客様負担でご返却をお願いしております。"
"If you subscribe to the scheduled delivery service, the free repair period of the machine is up to 5 years from the date of purchase of the machine, but this will be done when the scheduled delivery service is cancelled. Please note that the warranty extension will expire.","「定期お届け便」にご加入いただいた場合、マシンの無料修理期間はマシンのお買い上げ日から最長5年間とさせていただいておりますが、「定期お届け便」を解約された時点で本保証延長は失効いたしますので、ご了承ください"
"Next Step", "次へ"
"Previous Step","戻る"
"Please tell me the reason for canceling the regular flight.","定期便を解約する理由を教えてください。"
"Disengagement Profile","解約する"
"The cancellation procedure of the following regular flights has been completed.","以下定期便の解約手続きが完了しました。"
"If you have a coffee machine or other tool that needs to be returned, we will send you a guide to the address specified separately.","ご返却が必要なコーヒーマシンやそのほかのツールをお持ちの方へは、別途送付先として指定されている住所にご案内をお送りいたします。"
"A confirmation message has been sent to your registered email address.","ご登録されているメールアドレスに、確認のメッセージをお送りしました。"
"Thank you for using it.","ご利用ありがとうございました。"
"Disengagement date","解約日"
"You can not cancel this profile", "こちらのフォームからは解約できません"
"Current disengagement date", "解約日"
"Profile final delivery","最終お届け分"
"Regular flights to cancel", "解約する定期便"
"Regular flight cancellation questionnaire","定期便解約アンケート"
"The cancellation is not complete yet","※まだ解約は完了していません"
"If you have a machine or tool that needs to be returned, please enter the type and number of machines and tools (mandatory, multiple answers)","返却が必要なマシンやツールをお持ちの方は、マシンやツールの種類と台数をご記入ください（必須・複数回答）"
"Please tell me the reason for canceling the regular flight. (Multiple answers allowed) * Required items","定期便を解約する理由を教えてください。（複数回答可）※必須項目"
"This operation can not be restored","※この操作はもとに戻せません。"
"Disengagement question title", "質問:"
"The number of orders for the selected regular flight is less than the specified number"," 選択した定期便の受注回数が規定の回数を下回っています。"
"Payment method, card information, shipping address, delivery date, delivery product", "お支払方法/カード情報・お届け先・お届け日・お届け商品"
"An error in disengagement profile", "解放プロファイルのエラー"
"Profile does not exist.", "プロファイルが存在しません。"
"Profile :%1 does not exist.","プロファイル%1は存在しません"
"Please select a reason for cancellation.","解約理由を選択してください。"
"There are not any active reasons","積極的な理由はありません"
"Please select the target machine.","対象のマシンを選択してください。"
"You can not disengage HANPUKAI profile", "あなたはHANPUKAIプロフィールを外すことができません"
"This profile :%1 already disengaged","このプロファイル：%1既に解除されています"
"The product %product have been selected over %quantity quantity for purchasing.", "%productの数量が購入上限数量%quantityを超えています。数量を%quantity以下に変更してご購入下さい。"
"Sorry, but you cannot subscribe %1, because you already subscribed other subscription course in the past.","申し訳ございません。お客様は過去に他の定期便にお申込みいただいているため、%1にはお申し込みいただけません。"
"Search subscription product by category button","カテゴリーから商品を探す"
"Profile ID","プロファイルID"
"Delivery Times of Subscription","累積お届け回数（返品・キャンセル・荷別れ受注省く）"
"Waiting for out-of-stock delivery","入荷待ち欠品情報"
"Times Of Cancel Order","キャンセル・返品　回数"
"Times of Subscription Order","当該プロファイルの受注作成回数"
"Course","定期便名"
"Course ID","コースID"
"Course Code","定期便コード"
"Accumulated value","累計購入数"
"Accumulated purchase amount","累計購入金額"
"Order total minimum amount threshold","最低購入金額"
"Order total maximum amount threshold","最大購入金額"
"Maximum Qty Restriction","最大購入数量"
"Terms of use","利用条件"
SUSPICIOUS,―
CANCELED,キャンセル
PENDING_CC,―
NOT_SHIPPED,出荷準備中
IN_PROCESSING,出荷中
PARTIALLY_SHIPPED,一部出荷
SHIPPED_ALL,出荷済み
PENDING_NP,NP審査待ち
COMPLETE,配送完了
COMPLETE_STOCKPOINT,StockPoint配達済
PENDING_CVS,入金待ち
"PROCESSING_CANCELED","キャンセル"
"PENDING_FOR_MACHINE","交通系電子マネー決済手続中"
Hold - CVS cancellation without payment,キャンセル
"Hold - CVS cancellation without payment ","キャンセル"
"CVS cancellation with payment - To refund","キャンセル"
Created,出荷準備中
Exported to WMS,出荷中
Canceled,キャンセル
Shipped Out,出荷済み
Delivery Completed,配送完了
Rejected,返品
Nestle amuse has a lot of content for you to get nestle coints. These coins can be easily used to apply for campaigns in Nestle Amuse.,ネスレアミューズではネスレコインを獲得できるコンテンツを多数ご用意しています。貯まったコインで、豪華賞品等が当たるキャンペーンに簡単にご応募いただけます。
"Minimum order amount is %1 yen","この定期便の最低購入金額は%1円です"
"Please select %1 of %2","%2から最低%1個購入必須"
"%1 cannot be purchased on your scheduled regular course %2. Please choose another product.","%1 は、お客様のご契約されている定期便コース %2 では、ご購入いただくことができません。別の商品をお選び下さい。"
"To add %1, please change your payment method for your scheduled subscription course %2 to a credit card","%1 を追加するには、お客様のご契約されている定期便コース %2 の支払い方法をクレジットカードに変更してください"
"Add to next scheduled delivery","次回の定期お届け便に追加"
"Please select a course to add products","商品を追加するコースをお選びください"
"There are no scheduled flights for this campaign.","本キャンペーンの対象となる定期便のご契約がございません。"
"Request Data is missing","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Sectime is missing","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Landing page not found. Please try again","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"The request has expired","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Invalid signature","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"There are no products to process.","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Landing page id is required.","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"The request data is invalid. Please try again","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Landing page not found. Please try again","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Consumer db id is not matched. Please try again","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"Invalid Form Key. Please refresh the page.","無効なフォームのキーページを更新してください"
"Profile ID %1 no longer exists","システムエラーが発生しました。お手数ですがもう一度お願いいたします。"
"You need to add at least %1 products","最低%1個以上商品をお選びください"
"This subscription course do not allow change product","この定期お届け便では商品を変更できません"
"Maximum qty for each product is %1","各商品の最大購入数量は%1です"
"Profile is not belong to customer","お客さまがご契約中の定期お届け便ではありません"
"Cannot edit hanpukai profile","頒布会もしくはセット商品は変更できません"
"Product %1 quantity is invalid.","%1 の数量を変更してください"
"Product %1 is not saleable","%1 の在庫が不足しているため、購入できません"
"Product %1 is not enough stock","％1は在庫が不足しています。数量を変更してください"
"Terms of use","利用条件"
